marital-status_Married-civ-spouse,age education-num hours-per-week,age education-num^2,education-num^2 hours-per-week,education-num^3,age hours-per-week,marital-status_Never-married,age fnlwgt education-num,age,hours-per-week,relationship_Own-child,capital-gain,fnlwgt education-num^2,fnlwgt education-num hours-per-week,sex_Male,occupation_Exec-managerial,age fnlwgt hours-per-week,fnlwgt capital-gain,relationship_Not-in-family,education_Bachelors
1,31020.0,5687.0,7260.0,1331.0,2820.0,0,28052420.0,47,60,0,0,6565460.0,35811600.0,1,1,153013200.0,0.0,0,0
1,14880.0,2232.0,1440.0,216.0,2480.0,0,63982140.0,62,40,0,2829,6191820.0,41278800.0,1,0,426547600.0,486573855.0,0,0
0,28080.0,5616.0,8640.0,1728.0,2340.0,0,114971220.0,39,60,0,0,35375760.0,176878800.0,1,0,574856100.0,0.0,1,0
0,3780.0,882.0,1470.0,343.0,540.0,1,4517730.0,18,30,1,0,1756895.0,7529550.0,1,0,19361700.0,0.0,0,0
0,12800.0,3200.0,4000.0,1000.0,1280.0,0,60748160.0,32,40,0,0,18983800.0,75935200.0,0,0,242992640.0,0.0,0,0
1,13000.0,4225.0,6760.0,2197.0,1000.0,0,204717500.0,25,40,0,0,106453100.0,327548000.0,0,0,629900000.0,0.0,0,1
1,17550.0,2430.0,5265.0,729.0,1950.0,0,22712130.0,30,65,0,0,6813639.0,49209615.0,1,1,164032050.0,0.0,0,0
1,32900.0,9212.0,9800.0,2744.0,2350.0,0,31151694.0,47,50,0,0,9279228.0,33140100.0,1,1,111256050.0,0.0,0,0
0,9600.0,1440.0,1440.0,216.0,1600.0,0,24867360.0,40,40,1,0,3730104.0,24867360.0,1,0,165782400.0,0.0,0,0
1,13680.0,3078.0,3240.0,729.0,1520.0,0,103657464.0,38,40,0,0,24550452.0,109113120.0,1,1,460699840.0,0.0,0,0
1,22960.0,8036.0,7840.0,2744.0,1640.0,0,71474480.0,41,40,0,0,24405920.0,69731200.0,1,0,204212800.0,0.0,0,0
0,4200.0,2100.0,2000.0,1000.0,420.0,1,46379970.0,21,20,1,0,22085700.0,44171400.0,1,0,92759940.0,0.0,0,0
1,18432.0,4608.0,6912.0,1728.0,1536.0,0,95032704.0,32,48,0,0,35637264.0,142549056.0,1,0,380130816.0,0.0,0,0
0,10800.0,864.0,800.0,64.0,2700.0,1,61188696.0,54,50,0,0,4532496.0,56656200.0,1,0,764858700.0,0.0,1,0
0,775.0,31.0,25.0,1.0,775.0,1,793910.0,31,25,0,0,25610.0,640250.0,1,0,19847750.0,0.0,1,0
0,18480.0,5082.0,4840.0,1331.0,1680.0,0,6361278.0,42,40,0,0,1666049.0,6058360.0,1,0,23131920.0,0.0,0,0
0,5520.0,828.0,1440.0,216.0,920.0,1,39187722.0,23,40,1,0,10222884.0,68152560.0,1,0,261251480.0,0.0,0,0
0,5346.0,1458.0,2673.0,729.0,594.0,1,30054564.0,18,33,1,0,15027282.0,55100034.0,0,0,110200068.0,0.0,0,0
0,3120.0,1040.0,192.0,64.0,780.0,0,45060340.0,65,12,0,401,2772944.0,8318832.0,0,0,135181020.0,69496909.0,1,0
0,18500.0,3700.0,5000.0,1000.0,1850.0,1,53281850.0,37,50,0,0,14400500.0,72002500.0,1,0,266409250.0,0.0,1,0
0,25440.0,7632.0,5760.0,1728.0,2120.0,0,130983564.0,53,40,0,0,29656656.0,98855520.0,0,0,436611880.0,0.0,0,0
1,37800.0,4050.0,6804.0,729.0,4200.0,0,71526600.0,50,84,0,0,12874788.0,120164688.0,1,0,667581600.0,0.0,0,0
0,23040.0,5184.0,3240.0,729.0,2560.0,0,138445632.0,64,40,0,0,19468917.0,86528520.0,0,0,615313920.0,0.0,1,0
1,46200.0,10780.0,11760.0,2744.0,3300.0,0,187825330.0,55,60,0,0,47810084.0,204900360.0,1,0,804965700.0,0.0,0,0
1,32760.0,10647.0,6760.0,2197.0,2520.0,0,165192300.0,63,40,0,7298,34087300.0,104884000.0,1,0,508284000.0,1472006600.0,0,1
0,23850.0,5300.0,4500.0,1000.0,2385.0,0,110453060.0,53,45,0,4865,20840200.0,93780900.0,0,0,497038770.0,1013875730.0,0,0
0,5040.0,882.0,1960.0,343.0,720.0,1,15195474.0,18,40,0,0,5909351.0,33767720.0,1,0,86831280.0,0.0,0,0
1,9240.0,1617.0,1960.0,343.0,1320.0,0,53551806.0,33,40,0,0,11359474.0,64911280.0,1,0,306010320.0,0.0,0,0
0,17360.0,3038.0,1960.0,343.0,2480.0,0,216987414.0,62,40,0,0,24498579.0,139991880.0,0,0,1239928080.0,0.0,1,0
1,37632.0,10976.0,9408.0,2744.0,2688.0,0,178730048.0,56,48,0,15024,44682512.0,153197184.0,1,0,612788736.0,3425051328.0,0,0
1,34916.0,11368.0,8428.0,2744.0,2494.0,0,243340160.0,58,43,0,15024,58737280.0,180407360.0,1,0,747401920.0,4502392320.0,0,0
0,7524.0,1188.0,1368.0,216.0,1254.0,0,45900756.0,33,38,0,0,8345592.0,52855416.0,0,0,290704788.0,0.0,0,0
1,23490.0,4698.0,3645.0,729.0,2610.0,0,96809598.0,58,45,0,0,15022179.0,75110895.0,1,0,484047990.0,0.0,0,0
1,28600.0,7436.0,8450.0,2197.0,2200.0,0,51812904.0,44,50,0,0,15308358.0,58878300.0,1,0,199280400.0,0.0,0,1
0,12960.0,1296.0,640.0,64.0,3240.0,0,59815260.0,81,40,0,1264,2953840.0,29538400.0,0,0,598152600.0,233353360.0,0,0
0,8820.0,2268.0,2835.0,729.0,980.0,1,43812216.0,28,35,0,0,14082498.0,54765270.0,1,0,170380840.0,0.0,0,0
0,10080.0,2268.0,3240.0,729.0,1120.0,1,33346152.0,28,40,1,0,10718406.0,47637360.0,1,0,148205120.0,0.0,0,0
1,25155.0,7267.0,7605.0,2197.0,1935.0,0,176105683.0,43,45,0,0,53241253.0,184296645.0,1,0,609596595.0,0.0,0,1
1,18360.0,4131.0,3240.0,729.0,2040.0,0,80380998.0,51,40,0,0,14184882.0,63043920.0,0,0,357248880.0,0.0,0,0
0,11960.0,2300.0,5200.0,1000.0,1196.0,1,55102710.0,23,52,1,0,23957700.0,124580040.0,1,0,286534092.0,0.0,0,0
0,19440.0,3888.0,3645.0,729.0,2160.0,0,41893200.0,48,45,0,0,7854975.0,39274875.0,0,0,209466000.0,0.0,0,0
1,28080.0,7605.0,8112.0,2197.0,2160.0,0,36202725.0,45,48,0,15024,10458565.0,38616240.0,1,1,133671600.0,929760240.0,0,1
1,20160.0,1728.0,2520.0,216.0,3360.0,0,53530560.0,48,70,0,0,6691320.0,78065400.0,1,0,624523200.0,0.0,0,0
0,5328.0,2997.0,1296.0,729.0,592.0,0,47379906.0,37,16,0,0,11524842.0,20488608.0,0,0,84230944.0,0.0,1,0
1,23800.0,6664.0,9800.0,2744.0,1700.0,0,159338144.0,34,50,0,0,65609824.0,234320800.0,1,0,569064800.0,0.0,0,0
1,37800.0,6300.0,6000.0,1000.0,3780.0,0,127008000.0,63,60,0,0,20160000.0,120960000.0,1,0,762048000.0,0.0,0,0
1,6080.0,608.0,640.0,64.0,1520.0,0,5225456.0,38,40,0,0,550048.0,5500480.0,1,0,52254560.0,0.0,0,0
0,10440.0,2349.0,3240.0,729.0,1160.0,1,47050731.0,29,40,1,0,14601951.0,64897560.0,1,0,209114360.0,0.0,0,0
1,6600.0,825.0,1000.0,125.0,1320.0,0,20432445.0,33,40,0,0,3095825.0,24766600.0,1,0,163459560.0,0.0,0,0
0,5640.0,423.0,360.0,27.0,1880.0,0,30075864.0,47,40,0,0,1919736.0,25596480.0,0,0,401011520.0,0.0,0,0
0,4500.0,750.0,750.0,125.0,900.0,0,44480700.0,30,30,1,0,7413450.0,44480700.0,1,0,266884200.0,0.0,0,0
1,14000.0,3500.0,4000.0,1000.0,1400.0,0,137177950.0,35,40,0,0,39193700.0,156774800.0,1,1,548711800.0,0.0,0,0
1,28080.0,9126.0,6760.0,2197.0,2160.0,0,123087978.0,54,40,0,0,29632291.0,91176280.0,1,0,378732240.0,0.0,0,1
0,18200.0,5096.0,9800.0,2744.0,1300.0,1,22104264.0,26,50,0,6849,11902296.0,42508200.0,1,1,78943800.0,415912374.0,1,0
0,18954.0,3159.0,4374.0,729.0,2106.0,1,67077153.0,39,54,0,0,15479343.0,92876058.0,1,0,402462918.0,0.0,1,0
0,12240.0,2754.0,3240.0,729.0,1360.0,0,9845244.0,34,40,0,0,2606094.0,11582640.0,0,0,43756640.0,0.0,1,0
1,28600.0,9295.0,6760.0,2197.0,2200.0,0,125996585.0,55,40,0,0,29781011.0,91633880.0,1,0,387681800.0,0.0,0,1
1,27588.0,3993.0,9196.0,1331.0,2508.0,0,106879542.0,33,76,0,0,35626514.0,246146824.0,1,0,738440472.0,0.0,0,0
0,2448.0,272.0,576.0,64.0,612.0,1,21140180.0,17,36,1,0,4974160.0,44767440.0,1,0,190261620.0,0.0,0,0
0,6156.0,972.0,1368.0,216.0,1026.0,1,27723546.0,27,38,1,0,6160788.0,39018324.0,0,0,175582458.0,0.0,0,0
1,10865.0,1325.0,1025.0,125.0,2173.0,0,43182015.0,53,41,0,0,4073775.0,33404955.0,1,0,354092523.0,0.0,0,0
0,17200.0,4300.0,4000.0,1000.0,1720.0,1,96291620.0,43,40,0,0,22393400.0,89573600.0,0,0,385166480.0,0.0,1,0
0,7920.0,1782.0,3240.0,729.0,880.0,1,4740120.0,22,40,0,0,1939140.0,8618400.0,1,1,21067200.0,0.0,1,0
0,33800.0,8788.0,8450.0,2197.0,2600.0,0,59537348.0,52,50,0,0,14884337.0,57247450.0,0,0,228989800.0,0.0,0,1
1,9600.0,960.0,640.0,64.0,2400.0,0,13769040.0,60,40,0,0,917936.0,9179360.0,1,0,137690400.0,0.0,0,0
1,46475.0,9295.0,10985.0,2197.0,3575.0,0,52684060.0,55,65,0,15024,12452596.0,62262980.0,1,0,263420300.0,1107028416.0,0,1
1,14040.0,3159.0,3240.0,729.0,1560.0,0,37614564.0,39,40,0,0,8680284.0,38579040.0,1,0,167175840.0,0.0,0,0
1,15080.0,4901.0,6760.0,2197.0,1160.0,0,45287502.0,29,40,0,0,20301294.0,62465520.0,1,1,139346160.0,0.0,0,1
1,18450.0,3321.0,4050.0,729.0,2050.0,0,20151459.0,41,50,0,7298,4423491.0,24574950.0,1,0,111952550.0,398551078.0,0,0
0,21960.0,4941.0,3240.0,729.0,2440.0,0,71983233.0,61,40,0,0,10620477.0,47202120.0,0,0,319925480.0,0.0,0,0
1,17040.0,2556.0,1440.0,216.0,2840.0,0,43313976.0,71,40,0,0,3660336.0,24402240.0,1,0,288759840.0,0.0,0,0
0,7000.0,2000.0,3500.0,1000.0,700.0,1,80793000.0,20,35,1,0,40396500.0,141387750.0,1,0,282775500.0,0.0,0,0
0,17160.0,5577.0,6760.0,2197.0,1320.0,1,75968607.0,33,40,0,0,29927027.0,92083160.0,0,0,233749560.0,0.0,1,1
1,18720.0,4212.0,3240.0,729.0,2080.0,0,81425916.0,52,40,0,0,14092947.0,62635320.0,1,0,361892960.0,0.0,0,0
1,16000.0,4000.0,4000.0,1000.0,1600.0,0,140832000.0,40,40,0,0,35208000.0,140832000.0,1,0,563328000.0,0.0,0,0
1,9360.0,2106.0,3240.0,729.0,1040.0,0,23961600.0,26,40,1,0,8294400.0,36864000.0,1,0,106496000.0,0.0,0,0
1,46035.0,6975.0,22275.0,3375.0,3069.0,0,175968090.0,31,99,0,0,85145850.0,561962610.0,1,0,1161389394.0,0.0,0,0
1,27300.0,7098.0,8450.0,2197.0,2100.0,0,115127922.0,42,50,0,7688,35634833.0,137057050.0,1,1,442799700.0,1621068616.0,0,1
1,11907.0,5103.0,1701.0,729.0,1323.0,0,93994425.0,63,21,0,0,13427775.0,31331475.0,1,0,219320325.0,0.0,0,0
1,16695.0,2597.0,2205.0,343.0,2385.0,0,109777416.0,53,45,0,0,14498904.0,93207240.0,1,0,705711960.0,0.0,0,0
1,8160.0,1224.0,1440.0,216.0,1360.0,0,48744576.0,34,40,0,0,8601984.0,57346560.0,1,0,324963840.0,0.0,0,0
0,19200.0,4800.0,4000.0,1000.0,1920.0,0,71827200.0,48,40,0,1506,14964000.0,59856000.0,1,0,287308800.0,225357840.0,0,0
1,17420.0,11323.0,3380.0,2197.0,1340.0,0,92478425.0,67,20,0,0,17943575.0,27605500.0,1,0,142274500.0,0.0,0,1
0,10584.0,3969.0,1944.0,729.0,1176.0,0,84372120.0,49,24,0,0,15496920.0,41325120.0,0,0,224992320.0,0.0,1,0
0,20020.0,4732.0,9295.0,2197.0,1540.0,1,49056644.0,28,55,1,0,22776299.0,96361265.0,0,0,207547340.0,0.0,0,1
1,20400.0,5100.0,4000.0,1000.0,2040.0,0,150724380.0,51,40,0,0,29553800.0,118215200.0,1,0,602897520.0,0.0,0,0
1,39600.0,9900.0,13500.0,3375.0,2640.0,0,79382820.0,44,60,0,99999,27062325.0,108249300.0,1,0,317531280.0,12027579723.0,0,0
1,9720.0,2187.0,3240.0,729.0,1080.0,0,20021499.0,27,40,0,0,6673833.0,29661480.0,1,0,88984440.0,0.0,0,0
0,2940.0,441.0,180.0,27.0,980.0,0,21479787.0,49,20,0,0,1315089.0,8767260.0,0,0,143198580.0,0.0,0,0
0,4080.0,544.0,480.0,64.0,1020.0,1,22105984.0,34,30,1,0,2600704.0,19505280.0,0,0,165794880.0,0.0,0,0
0,12285.0,4563.0,5915.0,2197.0,945.0,1,75878478.0,27,35,1,0,36534082.0,98360990.0,1,0,204288210.0,0.0,0,1
1,13680.0,3800.0,3600.0,1000.0,1368.0,0,94503720.0,38,36,0,0,24869400.0,89529840.0,1,0,340213392.0,0.0,0,0
0,12480.0,4056.0,6760.0,2197.0,960.0,1,68371680.0,24,40,0,0,37034660.0,113952800.0,1,1,210374400.0,0.0,1,1
0,13920.0,2900.0,4800.0,1000.0,1392.0,1,104516290.0,29,48,1,0,36040100.0,172992480.0,1,0,501678192.0,0.0,0,0
0,14040.0,3159.0,3240.0,729.0,1560.0,0,112306662.0,39,40,0,0,25916922.0,115186320.0,0,0,499140720.0,0.0,0,0
1,28000.0,9800.0,7840.0,2744.0,2000.0,0,80698800.0,50,40,0,0,22595664.0,64559040.0,1,0,230568000.0,0.0,0,0
1,15876.0,3402.0,3402.0,729.0,1764.0,0,11227356.0,42,42,0,0,2405862.0,11227356.0,1,0,52394328.0,0.0,0,0
0,3969.0,5103.0,567.0,729.0,441.0,0,60717195.0,63,7,0,0,8673885.0,6746355.0,0,0,47224485.0,0.0,1,0
0,24640.0,8624.0,7840.0,2744.0,1760.0,1,125886376.0,44,40,0,0,40054756.0,114442160.0,0,1,359675360.0,0.0,1,0
0,20880.0,4698.0,3240.0,729.0,2320.0,0,113958864.0,58,40,0,0,17683272.0,78592320.0,1,0,506483840.0,0.0,1,0
0,12500.0,2500.0,5000.0,1000.0,1250.0,1,45583000.0,25,50,0,0,18233200.0,91166000.0,0,0,227915000.0,0.0,1,0
0,8050.0,2300.0,3500.0,1000.0,805.0,1,29411480.0,23,35,0,0,12787600.0,44756600.0,0,0,102940180.0,0.0,1,0
0,8000.0,2000.0,4000.0,1000.0,800.0,1,63340400.0,20,40,1,0,31670200.0,126680800.0,1,0,253361600.0,0.0,0,0
1,20700.0,4600.0,4500.0,1000.0,2070.0,0,134572540.0,46,45,0,0,29254900.0,131647050.0,1,0,605576430.0,0.0,0,0
0,6615.0,1701.0,2835.0,729.0,735.0,1,38400642.0,21,35,1,0,16457418.0,64001070.0,0,0,149335830.0,0.0,0,0
0,15120.0,2268.0,1440.0,216.0,2520.0,0,68077422.0,63,40,0,0,6483564.0,43223760.0,0,0,453849480.0,0.0,0,0
1,18240.0,5472.0,5760.0,1728.0,1520.0,0,70470696.0,38,40,0,4386,22253904.0,74179680.0,1,0,234902320.0,677816826.0,0,0
1,14850.0,2700.0,5500.0,1000.0,1485.0,0,25775550.0,27,55,0,0,9546500.0,52505750.0,1,0,141765525.0,0.0,0,0
1,28700.0,8036.0,9800.0,2744.0,2050.0,0,98635586.0,41,50,0,0,33680444.0,120287300.0,0,0,352269950.0,0.0,0,0
1,27950.0,7267.0,8450.0,2197.0,2150.0,0,64599158.0,43,50,0,99999,19529978.0,75115300.0,1,1,248458300.0,11556084438.0,0,1
0,20280.0,6591.0,6760.0,2197.0,1560.0,0,21536346.0,39,40,0,0,7178782.0,22088560.0,1,1,66265680.0,0.0,1,1
0,14256.0,432.0,891.0,27.0,4752.0,0,16855776.0,48,99,0,0,1053486.0,34765038.0,1,0,556240608.0,0.0,1,0
1,37800.0,12600.0,10125.0,3375.0,2520.0,0,104275080.0,56,45,0,99999,27930825.0,83792475.0,1,0,312825240.0,12413575863.0,0,0
1,42240.0,11264.0,15360.0,4096.0,2640.0,0,75682112.0,44,60,0,5013,27520768.0,103202880.0,1,0,283807920.0,538912539.0,0,0
0,9600.0,2400.0,4000.0,1000.0,960.0,1,16862640.0,24,40,1,0,7026100.0,28104400.0,1,0,67450560.0,0.0,0,0
0,23520.0,7056.0,5760.0,1728.0,1960.0,0,215817756.0,49,40,0,4650,52853328.0,176177760.0,0,0,719392520.0,1706722050.0,1,0
1,29260.0,4598.0,8470.0,1331.0,2660.0,0,107985702.0,38,70,0,0,31259019.0,198921030.0,1,0,687181740.0,0.0,0,0
0,11340.0,2916.0,2835.0,729.0,1260.0,0,87320916.0,36,35,0,0,21830229.0,84895335.0,1,0,339581340.0,0.0,1,0
0,8640.0,6912.0,5120.0,4096.0,540.0,0,130162464.0,27,20,0,0,77133312.0,96416640.0,1,0,162703080.0,0.0,1,0
0,18000.0,4050.0,3240.0,729.0,2000.0,0,166215150.0,50,40,0,0,29918727.0,132972120.0,0,0,738734000.0,0.0,0,0
0,23920.0,4600.0,5200.0,1000.0,2392.0,1,103307720.0,46,52,0,0,22458200.0,116782640.0,0,0,537200144.0,0.0,1,0
0,5330.0,6929.0,1690.0,2197.0,410.0,0,183134003.0,41,10,0,0,58066879.0,44666830.0,0,0,140872310.0,0.0,0,1
0,5040.0,2205.0,784.0,343.0,720.0,0,16865100.0,45,16,0,0,2623460.0,5996480.0,0,0,38548800.0,0.0,0,0
1,14720.0,2944.0,2560.0,512.0,1840.0,0,56501248.0,46,40,0,0,9826304.0,49131520.0,1,0,282506240.0,0.0,0,0
1,28080.0,5265.0,3888.0,729.0,3120.0,0,53388270.0,65,48,0,0,7392222.0,39425184.0,1,0,284737440.0,0.0,0,0
1,33000.0,9900.0,11250.0,3375.0,2200.0,0,157458840.0,44,50,0,0,53679150.0,178930500.0,1,0,524862800.0,0.0,0,0
0,17500.0,3500.0,5000.0,1000.0,1750.0,0,86645300.0,35,50,0,0,24755800.0,123779000.0,1,0,433226500.0,0.0,1,0
0,23760.0,6336.0,6480.0,1728.0,1980.0,0,99410784.0,44,45,0,0,27112032.0,101670120.0,0,1,372790440.0,0.0,0,0
1,22950.0,4131.0,4050.0,729.0,2550.0,0,89502705.0,51,50,0,0,15794595.0,87747750.0,1,0,497237250.0,0.0,0,0
0,10360.0,1184.0,560.0,64.0,2590.0,0,49959472.0,74,35,0,0,2700512.0,23629480.0,0,0,437145380.0,0.0,1,0
0,10080.0,2592.0,2835.0,729.0,1120.0,1,82721952.0,32,35,0,0,23265549.0,90477135.0,0,0,321696480.0,0.0,1,0
0,6600.0,2200.0,3000.0,1000.0,660.0,1,44473660.0,22,30,1,0,20215300.0,60645900.0,0,0,133420980.0,0.0,0,0
0,13920.0,2088.0,1440.0,216.0,2320.0,0,80243928.0,58,40,0,0,8301096.0,55340640.0,0,0,534959520.0,0.0,0,0
0,16920.0,3807.0,3240.0,729.0,1880.0,0,48796434.0,47,40,0,0,9343998.0,41528880.0,0,1,216873040.0,0.0,0,0
0,10240.0,2048.0,2560.0,512.0,1280.0,1,20040448.0,32,40,0,0,5010112.0,25050560.0,1,0,100202240.0,0.0,0,0
0,16000.0,6400.0,2500.0,1000.0,1600.0,0,108066560.0,64,25,0,0,16885400.0,42213500.0,0,1,270166400.0,0.0,1,0
0,15400.0,8624.0,4900.0,2744.0,1100.0,0,136758776.0,44,25,0,0,43514156.0,77703850.0,0,0,244212100.0,0.0,0,0
0,30680.0,9971.0,6760.0,2197.0,2360.0,0,120993483.0,59,40,0,0,26659581.0,82029480.0,1,1,372287640.0,0.0,0,1
1,10710.0,2754.0,2835.0,729.0,1190.0,0,62367084.0,34,35,0,0,16508934.0,64201410.0,0,0,242538660.0,0.0,0,0
0,28080.0,9126.0,6760.0,2197.0,2160.0,0,52411320.0,54,40,0,0,12617540.0,38823200.0,1,0,161265600.0,0.0,0,1
0,9900.0,3300.0,3000.0,1000.0,990.0,0,96558990.0,33,30,0,0,29260300.0,87780900.0,0,0,289676970.0,0.0,1,0
1,5280.0,176.0,240.0,8.0,2640.0,0,15168032.0,44,60,0,3908,689456.0,20683680.0,0,0,455040960.0,673598512.0,0,0
1,12400.0,3100.0,4000.0,1000.0,1240.0,0,94741890.0,31,40,0,0,30561900.0,122247600.0,1,0,378967560.0,0.0,0,0
1,10800.0,2430.0,3240.0,729.0,1200.0,0,42657300.0,30,40,0,0,12797190.0,56876400.0,1,0,189588000.0,0.0,0,0
0,2142.0,882.0,833.0,343.0,306.0,1,15150618.0,18,17,1,0,5891907.0,14308917.0,1,0,36794358.0,0.0,0,0
1,46200.0,12600.0,12375.0,3375.0,3080.0,0,249472440.0,56,55,0,0,66822975.0,245017575.0,1,0,914732280.0,0.0,0,0
0,8640.0,1944.0,3240.0,729.0,960.0,1,37766520.0,24,40,0,0,14162445.0,62944200.0,0,0,167851200.0,0.0,1,0
0,9200.0,2300.0,4000.0,1000.0,920.0,1,41509250.0,23,40,0,0,18047500.0,72190000.0,1,1,166037000.0,0.0,1,0
0,14280.0,2499.0,1960.0,343.0,2040.0,0,54496764.0,51,40,0,0,7479948.0,42742560.0,1,0,311410080.0,0.0,1,0
0,6240.0,4056.0,3380.0,2197.0,480.0,1,53957592.0,24,20,0,0,29227029.0,44964660.0,1,0,83011680.0,0.0,0,1
0,14040.0,3159.0,3240.0,729.0,1560.0,1,158220270.0,39,40,0,0,36512370.0,162277200.0,1,0,703201200.0,0.0,0,0
1,17640.0,3969.0,3240.0,729.0,1960.0,0,73207323.0,49,40,0,0,13446243.0,59761080.0,1,0,325365880.0,0.0,0,0
0,7920.0,1782.0,3240.0,729.0,880.0,1,40577130.0,22,40,1,0,16599735.0,73776600.0,1,0,180342800.0,0.0,0,0
0,26460.0,8232.0,8820.0,2744.0,1890.0,1,35838012.0,42,45,0,0,11946004.0,38397870.0,1,0,115193610.0,0.0,1,0
0,27846.0,9996.0,7644.0,2744.0,1989.0,0,129328248.0,51,39,0,0,35501872.0,98898072.0,1,0,360271548.0,0.0,1,0
0,4800.0,2000.0,2400.0,1000.0,480.0,1,81797600.0,20,24,1,594,40898800.0,98157120.0,0,0,196314240.0,242938872.0,0,0
0,11760.0,1764.0,1440.0,216.0,1960.0,1,49837410.0,49,40,0,0,6102540.0,40683600.0,0,0,332249400.0,0.0,1,0
1,23250.0,6975.0,11250.0,3375.0,1550.0,0,116290455.0,31,50,0,0,56269575.0,187565250.0,1,0,387634850.0,0.0,0,0
0,16400.0,4100.0,4000.0,1000.0,1640.0,1,85531330.0,41,40,0,0,20861300.0,83445200.0,1,0,342125320.0,0.0,1,0
1,18900.0,2835.0,4860.0,729.0,2100.0,0,70929180.0,35,60,0,0,18238932.0,121592880.0,1,1,472861200.0,0.0,0,0
0,6000.0,2000.0,3000.0,1000.0,600.0,1,25181000.0,20,30,1,0,12590500.0,37771500.0,1,0,75543000.0,0.0,0,0
1,16170.0,4235.0,5082.0,1331.0,1470.0,0,63527695.0,35,42,0,4386,19965847.0,76233234.0,1,0,242560290.0,723720702.0,0,0
0,5152.0,9016.0,1568.0,2744.0,368.0,0,106482824.0,46,8,0,0,32407816.0,18518752.0,0,1,60847328.0,0.0,0,0
0,18900.0,2835.0,4860.0,729.0,2100.0,0,11861325.0,35,60,0,0,3050055.0,20333700.0,0,0,79075500.0,0.0,0,0
0,4200.0,2100.0,2000.0,1000.0,420.0,1,36129870.0,21,20,1,0,17204700.0,34409400.0,1,0,72259740.0,0.0,0,0
0,14400.0,2880.0,2560.0,512.0,1800.0,0,64270800.0,45,40,0,0,11425920.0,57129600.0,1,0,321354000.0,0.0,1,0
1,17760.0,5328.0,5760.0,1728.0,1480.0,0,154286004.0,37,40,0,0,50038704.0,166795680.0,1,0,514286680.0,0.0,0,0
0,21600.0,6480.0,5760.0,1728.0,1800.0,0,112346460.0,45,40,0,0,29959056.0,99863520.0,0,1,374488200.0,0.0,1,0
0,2592.0,648.0,864.0,216.0,432.0,1,11990052.0,18,24,1,0,3996684.0,15986736.0,1,0,47960208.0,0.0,0,0
1,23850.0,5300.0,4500.0,1000.0,2385.0,0,86827780.0,53,45,0,0,16382600.0,73721700.0,1,0,390725010.0,0.0,0,0
0,12480.0,4056.0,6760.0,2197.0,960.0,1,36511176.0,24,40,1,0,19776887.0,60851960.0,0,0,112342080.0,0.0,0,1
1,12600.0,2835.0,3240.0,729.0,1400.0,0,88824330.0,35,40,0,0,22840542.0,101513520.0,1,0,394774800.0,0.0,0,0
1,10080.0,2268.0,3240.0,729.0,1120.0,0,37806300.0,28,40,0,0,12152025.0,54009000.0,1,0,168028000.0,0.0,0,0
1,25200.0,4050.0,4536.0,729.0,2800.0,0,79296750.0,50,56,0,7688,14273415.0,88812360.0,1,0,493402000.0,1354740920.0,0,0
0,17100.0,3078.0,4050.0,729.0,1900.0,0,56793204.0,38,50,0,0,13451022.0,74727900.0,0,0,315517800.0,0.0,1,0
0,12240.0,2754.0,3240.0,729.0,1360.0,0,8741808.0,34,40,0,0,2314008.0,10284480.0,1,0,38852480.0,0.0,0,0
1,16960.0,5300.0,3200.0,1000.0,1696.0,0,28531490.0,53,32,0,0,5383300.0,17226560.0,1,0,91300768.0,0.0,0,0
1,24840.0,6624.0,6480.0,1728.0,2070.0,0,121421784.0,46,45,0,15024,31675248.0,118782180.0,1,0,455331690.0,3304784208.0,0,0
0,22500.0,5000.0,4500.0,1000.0,2250.0,0,154508500.0,50,45,0,0,30901700.0,139057650.0,1,0,695288250.0,0.0,0,0
0,18000.0,4500.0,4000.0,1000.0,1800.0,0,158887350.0,45,40,0,0,35308300.0,141233200.0,0,0,635549400.0,0.0,0,0
0,7337.0,3509.0,2783.0,1331.0,667.0,1,82299448.0,29,23,1,0,31217032.0,65271976.0,1,0,172080664.0,0.0,0,0
1,21320.0,6929.0,6760.0,2197.0,1640.0,0,150931742.0,41,40,0,99999,47856406.0,147250480.0,1,0,464405360.0,28317116826.0,0,1
1,27950.0,7267.0,8450.0,2197.0,2150.0,0,103645867.0,43,50,0,0,31334797.0,120518450.0,1,1,398637950.0,0.0,0,1
1,16240.0,2900.0,5600.0,1000.0,1624.0,0,60178770.0,29,56,0,0,20751300.0,116207280.0,1,0,337001112.0,0.0,0,0
1,23850.0,5300.0,4500.0,1000.0,2385.0,0,29792890.0,53,45,0,0,5621300.0,25295850.0,1,1,134068005.0,0.0,0,0
0,8640.0,1944.0,3240.0,729.0,960.0,1,21807576.0,24,40,0,0,8177841.0,36345960.0,0,0,96922560.0,0.0,1,0
1,12600.0,2835.0,3240.0,729.0,1400.0,0,16285500.0,35,40,0,0,4187700.0,18612000.0,1,0,72380000.0,0.0,0,0
0,7500.0,2500.0,3000.0,1000.0,750.0,1,49806000.0,25,30,1,0,19922400.0,59767200.0,1,0,149418000.0,0.0,0,0
1,26488.0,5203.0,6776.0,1331.0,2408.0,0,33136015.0,43,56,0,0,8476655.0,43153880.0,1,0,168692440.0,0.0,0,0
0,10260.0,1368.0,1620.0,216.0,1710.0,0,41879724.0,38,45,0,0,6612588.0,49594410.0,1,0,314097930.0,0.0,1,0
