,wage,marital-status_Married-civ-spouse,age education-num hours-per-week,age education-num^2,education-num^2 hours-per-week,education-num^3,age hours-per-week,marital-status_Never-married,age fnlwgt education-num,age,hours-per-week,relationship_Own-child,capital-gain,fnlwgt education-num^2,fnlwgt education-num hours-per-week,sex_Male,occupation_Exec-managerial,age fnlwgt hours-per-week,fnlwgt capital-gain,relationship_Not-in-family,education_Bachelors
432,0,0,20800.0,6760.0,6760.0,2197.0,1600.0,0,106140320.0,40,40,0,2174,34495604.0,106140320.0,0,0,326585600.0,443748184.0,1,1
433,1,1,9000.0,4320.0,3600.0,1728.0,750.0,0,10678320.0,30,25,0,0,4271328.0,8898600.0,0,0,22246500.0,0.0,0,0
434,0,0,10800.0,2700.0,4000.0,1000.0,1080.0,1,31416660.0,27,40,1,0,11635800.0,46543200.0,1,0,125666640.0,0.0,0,0
435,1,1,23100.0,6468.0,9800.0,2744.0,1650.0,0,96283110.0,33,50,0,0,40847380.0,145883500.0,1,0,343868250.0,0.0,0,0
436,0,0,18360.0,2754.0,4860.0,729.0,2040.0,1,87161958.0,34,60,0,594,23072283.0,153815220.0,1,0,581079720.0,169196742.0,1,0
437,0,0,13600.0,3400.0,4000.0,1000.0,1360.0,1,39786120.0,34,40,0,0,11701800.0,46807200.0,0,0,159144480.0,0.0,1,0
438,0,1,9200.0,2300.0,4000.0,1000.0,920.0,0,18694630.0,23,40,0,0,8128100.0,32512400.0,1,0,74778520.0,0.0,0,0
439,0,1,16800.0,4200.0,4000.0,1000.0,1680.0,0,142862160.0,42,40,0,0,34014800.0,136059200.0,0,0,571448640.0,0.0,0,0
440,0,0,15080.0,4901.0,6760.0,2197.0,1160.0,1,137011225.0,29,40,0,0,61418825.0,188981000.0,1,0,421573000.0,0.0,1,1
441,0,0,11340.0,3645.0,2268.0,729.0,1260.0,0,18572085.0,45,28,0,0,3714417.0,11555964.0,0,0,57779820.0,0.0,1,0
442,0,0,8640.0,1944.0,3240.0,729.0,960.0,1,41271768.0,24,40,1,0,15476913.0,68786280.0,1,0,183430080.0,0.0,0,0
443,1,1,17600.0,4400.0,4000.0,1000.0,1760.0,0,51318080.0,44,40,0,0,11663200.0,46652800.0,1,0,205272320.0,0.0,0,0
444,0,0,5400.0,675.0,1000.0,125.0,1080.0,1,54790425.0,27,40,0,0,10146375.0,81171000.0,1,0,438323400.0,0.0,0,0
445,0,0,7000.0,2000.0,3500.0,1000.0,700.0,1,59645400.0,20,35,0,0,29822700.0,104379450.0,1,0,208758900.0,0.0,1,0
446,0,0,15840.0,3564.0,3240.0,729.0,1760.0,0,115046316.0,44,40,0,0,23532201.0,104587560.0,0,1,511316960.0,0.0,0,0
447,0,1,18360.0,4131.0,3240.0,729.0,2040.0,0,26123985.0,51,40,0,0,4610115.0,20489400.0,1,0,116106600.0,0.0,0,0
448,0,1,7200.0,1620.0,3240.0,729.0,800.0,0,26376840.0,20,40,0,0,11869578.0,52753680.0,1,0,117230400.0,0.0,0,0
449,0,0,595.0,833.0,245.0,343.0,85.0,1,30805768.0,17,5,1,0,12684728.0,9060520.0,0,0,22004120.0,0.0,0,0
450,0,0,6840.0,1539.0,3240.0,729.0,760.0,1,35294229.0,19,40,1,0,16718319.0,74303640.0,0,0,156863240.0,0.0,0,0
451,1,1,24750.0,4500.0,5500.0,1000.0,2475.0,0,88799400.0,45,55,0,0,19733200.0,108532600.0,1,0,488396700.0,0.0,0,0
452,1,1,21600.0,4860.0,3240.0,729.0,2400.0,0,132333480.0,60,40,0,0,19850022.0,88222320.0,1,0,588148800.0,0.0,0,0
453,1,1,20160.0,6048.0,5760.0,1728.0,1680.0,0,99581832.0,42,40,0,0,28451952.0,94839840.0,1,1,331939440.0,0.0,0,0
454,1,1,15840.0,3564.0,3240.0,729.0,1760.0,0,93014460.0,44,40,0,0,19025685.0,84558600.0,0,0,413397600.0,0.0,0,0
455,1,1,17600.0,4840.0,4840.0,1331.0,1600.0,0,32070280.0,40,40,0,0,8819327.0,32070280.0,1,0,116619200.0,0.0,0,0
456,0,1,10800.0,2430.0,3240.0,729.0,1200.0,0,48700980.0,30,40,0,0,14610294.0,64934640.0,0,1,216448800.0,0.0,0,0
457,0,1,19000.0,3800.0,5000.0,1000.0,1900.0,0,133493620.0,38,50,0,0,35129900.0,175649500.0,1,0,667468100.0,0.0,0,0
458,0,1,12420.0,1863.0,4860.0,729.0,1380.0,0,11180484.0,23,60,0,0,4374972.0,29166480.0,1,0,74536560.0,0.0,0,0
459,0,1,12800.0,3200.0,4000.0,1000.0,1280.0,0,37038400.0,32,40,0,0,11574500.0,46298000.0,1,0,148153600.0,0.0,0,0
460,0,0,21120.0,6336.0,5760.0,1728.0,1760.0,1,61581696.0,44,40,1,0,16795008.0,55983360.0,1,0,205272320.0,0.0,0,0
461,0,1,19440.0,4374.0,3240.0,729.0,2160.0,0,140368950.0,54,40,0,0,23394825.0,103977000.0,1,0,623862000.0,0.0,0,0
462,0,1,20800.0,5408.0,8450.0,2197.0,1600.0,0,55162016.0,32,50,0,0,22409569.0,86190650.0,1,0,212161600.0,0.0,0,1
463,0,0,4000.0,200.0,160.0,8.0,2000.0,0,19337400.0,50,40,0,0,773496.0,15469920.0,1,0,386748000.0,0.0,0,0
464,0,0,6240.0,4056.0,3380.0,2197.0,480.0,1,53061840.0,24,20,0,0,28741830.0,44218200.0,0,0,81633600.0,0.0,1,1
465,0,1,19980.0,2997.0,4860.0,729.0,2220.0,0,42193764.0,37,60,0,0,10263348.0,68422320.0,0,0,281291760.0,0.0,0,0
466,0,0,18720.0,4212.0,3240.0,729.0,2080.0,0,16659864.0,52,40,0,0,2883438.0,12815280.0,1,0,74043840.0,0.0,0,0
467,0,1,15200.0,3800.0,4000.0,1000.0,1520.0,0,12913540.0,38,40,0,0,3398300.0,13593200.0,1,0,51654160.0,0.0,0,0
468,1,1,30870.0,9604.0,8820.0,2744.0,2205.0,0,132244336.0,49,45,0,0,37784096.0,121448880.0,1,1,425071080.0,0.0,0,0
469,1,1,6240.0,5070.0,2704.0,2197.0,480.0,0,46234890.0,30,16,0,0,20035119.0,24658608.0,0,0,56904480.0,0.0,0,1
470,1,0,24000.0,6000.0,4000.0,1000.0,2400.0,1,121179000.0,60,40,0,0,20196500.0,80786000.0,1,0,484716000.0,0.0,0,0
471,0,0,8800.0,2200.0,4000.0,1000.0,880.0,1,30774260.0,22,40,1,0,13988300.0,55953200.0,1,0,123097040.0,0.0,0,0
472,0,0,12600.0,2835.0,3240.0,729.0,1400.0,1,89781300.0,35,40,0,0,23086620.0,102607200.0,1,0,399028000.0,0.0,1,0
473,0,0,16200.0,2430.0,4860.0,729.0,1800.0,1,82077300.0,30,60,0,0,24623190.0,164154600.0,1,0,547182000.0,0.0,1,0
474,0,0,17688.0,8107.0,2904.0,1331.0,1608.0,0,36408537.0,67,24,0,0,5977521.0,13041864.0,0,0,79436808.0,0.0,1,0
475,0,0,23920.0,7774.0,6760.0,2197.0,1840.0,1,166959208.0,46,40,0,0,47184124.0,145181920.0,0,0,513720640.0,0.0,1,1
476,0,0,510.0,425.0,150.0,125.0,102.0,1,18008950.0,17,6,0,0,5296750.0,6356100.0,1,0,21610740.0,0.0,1,0
477,0,0,6600.0,2200.0,3000.0,1000.0,660.0,1,61915040.0,22,30,1,0,28143200.0,84429600.0,1,0,185745120.0,0.0,0,0
478,0,0,6480.0,972.0,1440.0,216.0,1080.0,1,26107110.0,27,40,0,0,5801580.0,38677200.0,1,0,174047400.0,0.0,1,0
479,0,0,7245.0,1863.0,2835.0,729.0,805.0,1,40966128.0,23,35,0,0,16030224.0,62339760.0,0,0,159312720.0,0.0,0,0
480,0,1,17820.0,4752.0,6480.0,1728.0,1485.0,0,44251416.0,33,45,0,0,16091424.0,60342840.0,1,0,165942810.0,0.0,0,0
481,0,1,8600.0,4300.0,2000.0,1000.0,860.0,0,73410030.0,43,20,0,0,17072100.0,34144200.0,1,0,146820060.0,0.0,0,0
482,0,0,7280.0,4732.0,3380.0,2197.0,560.0,1,25516400.0,28,20,0,0,11846900.0,18226000.0,1,0,39256000.0,0.0,1,1
483,0,0,14760.0,3321.0,3240.0,729.0,1640.0,0,71447994.0,41,40,0,0,15683706.0,69705360.0,0,0,317546640.0,0.0,0,0
484,0,0,16640.0,3328.0,2560.0,512.0,2080.0,1,113047584.0,52,40,0,594,17391936.0,86959680.0,1,0,565237920.0,161418906.0,0,0
485,0,0,5000.0,2500.0,2000.0,1000.0,500.0,0,47443750.0,25,20,1,0,18977500.0,37955000.0,0,0,94887500.0,0.0,0,0
486,0,1,4410.0,252.0,140.0,8.0,2205.0,0,50592906.0,63,35,0,0,1606124.0,28107170.0,1,0,885375855.0,0.0,0,0
487,0,1,23895.0,4779.0,3645.0,729.0,2655.0,0,152379477.0,59,45,0,0,23244327.0,116221635.0,1,0,761897385.0,0.0,0,0
488,0,0,23400.0,7605.0,6760.0,2197.0,1800.0,0,96189795.0,45,40,0,0,27788163.0,85502040.0,0,0,295968600.0,0.0,0,1
489,1,1,29640.0,6422.0,10140.0,2197.0,2280.0,0,44973266.0,38,60,0,15024,15385591.0,71010420.0,1,0,207568920.0,1367769936.0,0,1
490,0,0,12600.0,3240.0,2835.0,729.0,1400.0,1,125256240.0,40,35,0,0,28182654.0,109599210.0,0,0,487107600.0,0.0,1,0
491,0,0,16560.0,3726.0,3240.0,729.0,1840.0,0,153748422.0,46,40,0,0,30081213.0,133694280.0,1,0,683326320.0,0.0,1,0
492,0,0,25200.0,5040.0,8640.0,1728.0,2100.0,1,13532400.0,35,60,0,0,4639680.0,23198400.0,0,1,67662000.0,0.0,1,0
493,0,0,7650.0,2754.0,2025.0,729.0,850.0,0,57298806.0,34,25,0,0,15167331.0,42131475.0,0,0,159163350.0,0.0,0,0
494,0,0,8580.0,5577.0,3380.0,2197.0,660.0,1,76407903.0,33,20,1,0,30100083.0,46307820.0,1,0,117550620.0,0.0,0,1
495,0,0,13284.0,3321.0,2916.0,729.0,1476.0,0,126611649.0,41,36,0,0,27792801.0,111171204.0,0,0,506446596.0,0.0,0,0
496,0,0,8000.0,2000.0,4000.0,1000.0,800.0,1,52549800.0,20,40,1,0,26274900.0,105099600.0,1,0,210199200.0,0.0,0,0
497,0,0,2760.0,207.0,360.0,27.0,920.0,1,27814383.0,23,40,1,0,3627963.0,48372840.0,1,0,370858440.0,0.0,0,0
498,0,0,9100.0,2600.0,3500.0,1000.0,910.0,1,16716180.0,26,35,0,0,6429300.0,22502550.0,0,0,58506630.0,0.0,1,0
499,0,1,12960.0,5832.0,1620.0,729.0,1440.0,0,196725024.0,72,20,0,0,24590628.0,54645840.0,1,0,437166720.0,0.0,0,0
500,0,0,8280.0,1863.0,3240.0,729.0,920.0,1,67266720.0,23,40,0,0,26321760.0,116985600.0,1,0,298963200.0,0.0,1,0
501,0,1,22320.0,5022.0,3240.0,729.0,2480.0,0,63645480.0,62,40,0,0,9238860.0,41061600.0,1,0,282868800.0,0.0,0,0
502,0,1,20800.0,5200.0,4000.0,1000.0,2080.0,0,25441000.0,52,40,0,0,4892500.0,19570000.0,1,0,101764000.0,0.0,0,0
503,0,0,24360.0,5800.0,4200.0,1000.0,2436.0,0,104968400.0,58,42,0,0,18098000.0,76011600.0,0,0,440867280.0,0.0,0,0
504,0,0,13000.0,4225.0,6760.0,2197.0,1000.0,1,58842550.0,25,40,0,0,30598126.0,94148080.0,0,0,181054000.0,0.0,1,1
505,0,0,12480.0,4056.0,6760.0,2197.0,960.0,1,121085016.0,24,40,0,0,65587717.0,201808360.0,1,1,372569280.0,0.0,1,1
506,0,0,1520.0,1900.0,800.0,1000.0,152.0,1,47425710.0,19,8,1,0,24960900.0,19968720.0,1,0,37940568.0,0.0,0,0
507,0,1,17200.0,4300.0,4000.0,1000.0,1720.0,0,48216330.0,43,40,0,0,11213100.0,44852400.0,1,1,192865320.0,0.0,0,0
508,0,0,16920.0,3807.0,3240.0,729.0,1880.0,0,229757526.0,47,40,0,0,43996122.0,195538320.0,0,0,1021144560.0,0.0,0,0
509,0,0,14040.0,3159.0,3240.0,729.0,1560.0,0,32290596.0,39,40,0,0,7451676.0,33118560.0,0,0,143513760.0,0.0,0,0
510,0,0,22638.0,5929.0,5082.0,1331.0,2058.0,0,76507816.0,49,42,0,0,17175224.0,65578128.0,1,0,292120752.0,0.0,0,0
511,0,0,4770.0,477.0,270.0,27.0,1590.0,0,40036836.0,53,30,0,0,2266236.0,22662360.0,0,0,400368360.0,0.0,0,0
512,0,0,15840.0,3872.0,5445.0,1331.0,1440.0,1,13048640.0,32,45,0,0,4485470.0,18349650.0,1,0,53380800.0,0.0,1,0
513,1,1,17000.0,3400.0,5000.0,1000.0,1700.0,0,114779580.0,34,50,0,0,33758700.0,168793500.0,1,0,573897900.0,0.0,0,0
514,0,0,11340.0,2268.0,3645.0,729.0,1260.0,0,47715192.0,28,45,0,0,15337026.0,76685130.0,1,0,238575960.0,0.0,1,0
515,0,0,23826.0,6897.0,4598.0,1331.0,2166.0,0,139329432.0,57,38,0,0,26888136.0,92886288.0,0,0,481319856.0,0.0,0,0
516,0,0,5000.0,2500.0,2000.0,1000.0,500.0,1,66761000.0,25,20,0,0,26704400.0,53408800.0,0,0,133522000.0,0.0,1,0
517,0,0,4800.0,2000.0,2400.0,1000.0,480.0,1,42927000.0,20,24,1,0,21463500.0,51512400.0,1,0,103024800.0,0.0,0,0
518,0,0,7350.0,2100.0,3500.0,1000.0,735.0,1,42887460.0,21,35,0,0,20422600.0,71479100.0,0,0,150106110.0,0.0,0,0
519,1,1,22100.0,5746.0,8450.0,2197.0,1700.0,0,47787272.0,34,50,0,0,18271604.0,70275400.0,1,0,183797200.0,0.0,0,1
520,1,1,39520.0,6422.0,13520.0,2197.0,3040.0,0,48978124.0,38,80,0,15024,16755674.0,103111840.0,1,1,301403840.0,1489569504.0,0,1
521,1,1,22500.0,4050.0,4050.0,729.0,2500.0,0,88304400.0,50,50,0,7688,15894792.0,88304400.0,1,1,490580000.0,1508631616.0,0,0
522,0,0,12000.0,2400.0,5000.0,1000.0,1200.0,0,59602560.0,24,50,0,0,24834400.0,124172000.0,1,0,298012800.0,0.0,1,0
523,1,1,16650.0,3700.0,4500.0,1000.0,1665.0,0,68832950.0,37,45,0,0,18603500.0,83715750.0,1,0,309748275.0,0.0,0,0
524,1,0,25520.0,4400.0,5800.0,1000.0,2552.0,0,78278200.0,44,58,0,0,17790500.0,103184900.0,1,0,454013560.0,0.0,0,0
525,0,1,11200.0,2800.0,4000.0,1000.0,1120.0,0,24027360.0,28,40,0,0,8581200.0,34324800.0,0,0,96109440.0,0.0,0,0
526,1,1,21840.0,7098.0,6760.0,2197.0,1680.0,0,120759912.0,42,40,0,0,37378068.0,115009440.0,1,1,371568960.0,0.0,0,1
527,0,0,6660.0,7400.0,900.0,1000.0,666.0,0,73395420.0,74,9,0,0,9918300.0,8926470.0,0,0,66055878.0,0.0,1,0
528,0,1,17100.0,3078.0,4050.0,729.0,1900.0,0,65112354.0,38,50,0,0,15421347.0,85674150.0,1,0,361735300.0,0.0,0,0
529,0,1,24640.0,8624.0,7840.0,2744.0,1760.0,0,124858272.0,44,40,0,0,39727632.0,113507520.0,1,0,356737920.0,0.0,0,0
530,0,0,14168.0,2156.0,2254.0,343.0,2024.0,0,33676412.0,44,46,0,0,5357611.0,35207158.0,0,0,221302136.0,0.0,0,0
531,0,0,9360.0,2106.0,3240.0,729.0,1040.0,1,25425972.0,26,40,0,0,8801298.0,39116880.0,1,0,113004320.0,0.0,1,0
532,0,1,12960.0,2916.0,3240.0,729.0,1440.0,0,63893448.0,36,40,0,0,15973362.0,70992720.0,1,0,283970880.0,0.0,0,0
533,1,1,24600.0,5904.0,7200.0,1728.0,2050.0,0,50055588.0,41,50,0,0,14650416.0,61043400.0,0,1,208564950.0,0.0,0,0
534,1,1,48240.0,15075.0,10800.0,3375.0,3216.0,0,232716795.0,67,48,0,20051,52100775.0,166722480.0,1,0,744693744.0,4642989509.0,0,0
535,0,1,15600.0,2496.0,3200.0,512.0,1950.0,0,64850136.0,39,50,0,0,13302592.0,83141200.0,1,0,405313350.0,0.0,0,0
536,0,0,3420.0,228.0,120.0,8.0,1710.0,0,21767388.0,57,30,0,0,763768.0,11456520.0,0,0,326510820.0,0.0,1,0
537,0,0,12760.0,3509.0,4840.0,1331.0,1160.0,0,32648055.0,29,40,0,0,12383745.0,45031800.0,1,0,118720200.0,0.0,1,0
538,0,0,18135.0,5239.0,7605.0,2197.0,1395.0,1,16721679.0,31,45,0,0,7012317.0,24273405.0,0,0,57882735.0,0.0,1,1
539,0,0,12240.0,2754.0,3240.0,729.0,1360.0,1,58148262.0,34,40,0,0,15392187.0,68409720.0,0,0,258436720.0,0.0,0,0
540,0,1,17600.0,4400.0,4000.0,1000.0,1760.0,0,92631000.0,44,40,0,0,21052500.0,84210000.0,1,0,370524000.0,0.0,0,0
541,0,0,18560.0,7424.0,10240.0,4096.0,1160.0,1,62146768.0,29,40,1,0,34287872.0,85719680.0,1,0,155366920.0,0.0,0,0
542,0,0,12000.0,3000.0,4000.0,1000.0,1200.0,1,71370900.0,30,40,0,0,23790300.0,95161200.0,0,0,285483600.0,0.0,0,0
543,0,0,9720.0,2187.0,3240.0,729.0,1080.0,1,39818466.0,27,40,0,0,13272822.0,58990320.0,1,0,176970960.0,0.0,1,0
544,0,1,13500.0,2700.0,5000.0,1000.0,1350.0,0,54505440.0,27,50,0,0,20187200.0,100936000.0,1,0,272527200.0,0.0,0,0
545,0,0,12960.0,2592.0,3645.0,729.0,1440.0,1,24243552.0,32,45,0,0,6818499.0,34092495.0,0,0,121217760.0,0.0,1,0
546,0,1,2784.0,2088.0,288.0,216.0,464.0,0,17978376.0,58,8,0,0,1859832.0,2479776.0,0,0,23971168.0,0.0,0,0
547,0,1,14000.0,3500.0,4000.0,1000.0,1400.0,0,81664450.0,35,40,0,0,23332700.0,93330800.0,1,0,326657800.0,0.0,0,0
548,0,0,6804.0,1701.0,2916.0,729.0,756.0,1,49047390.0,21,36,1,0,21020310.0,84081240.0,1,0,196189560.0,0.0,0,0
549,0,0,11200.0,2800.0,4000.0,1000.0,1120.0,1,51752680.0,28,40,0,0,18483100.0,73932400.0,1,0,207010720.0,0.0,0,0
550,0,0,23000.0,4600.0,5000.0,1000.0,2300.0,0,113033040.0,46,50,0,0,24572400.0,122862000.0,1,1,565165200.0,0.0,1,0
551,0,0,12960.0,2916.0,3240.0,729.0,1440.0,0,8765172.0,36,40,0,0,2191293.0,9739080.0,0,0,38956320.0,0.0,0,0
552,0,0,20160.0,3528.0,1960.0,343.0,2880.0,0,103492872.0,72,40,0,0,10061807.0,57496040.0,0,0,591387840.0,0.0,0,0
553,0,1,12600.0,2835.0,3240.0,729.0,1400.0,0,72238320.0,35,40,0,0,18575568.0,82558080.0,0,0,321059200.0,0.0,0,0
554,1,0,14520.0,3993.0,4840.0,1331.0,1320.0,0,116000280.0,33,40,0,0,38666760.0,140606400.0,0,0,421819200.0,0.0,0,0
555,0,0,19320.0,3381.0,1960.0,343.0,2760.0,1,65793294.0,69,40,0,0,6674682.0,38141040.0,0,0,375961680.0,0.0,1,0
556,0,1,12600.0,2835.0,3240.0,729.0,1400.0,0,17191440.0,35,40,0,0,4420656.0,19647360.0,1,0,76406400.0,0.0,0,0
557,0,0,5580.0,2511.0,1620.0,729.0,620.0,0,90136251.0,31,20,0,0,26168589.0,58152420.0,0,0,200302780.0,0.0,0,0
558,0,1,9792.0,2754.0,2592.0,729.0,1088.0,0,45377046.0,34,32,0,0,12011571.0,42707808.0,0,0,161340608.0,0.0,0,0
559,0,1,8400.0,1470.0,1960.0,343.0,1200.0,0,32015130.0,30,40,0,0,7470197.0,42686840.0,1,0,182943600.0,0.0,0,0
560,0,0,20020.0,4732.0,9295.0,2197.0,1540.0,1,41515292.0,28,55,0,0,19274957.0,81547895.0,1,0,175641620.0,0.0,1,1
561,1,1,24570.0,9126.0,5915.0,2197.0,1890.0,0,149497920.0,54,35,0,0,35990240.0,96896800.0,1,0,402494400.0,0.0,0,1
562,1,1,23500.0,4700.0,5000.0,1000.0,2350.0,0,124104440.0,47,50,0,0,26405200.0,132026000.0,1,0,620522200.0,0.0,0,0
563,0,0,8640.0,1944.0,3240.0,729.0,960.0,1,17885664.0,24,40,0,0,6707124.0,29809440.0,0,0,79491840.0,0.0,0,0
564,1,1,40560.0,8788.0,10140.0,2197.0,3120.0,0,225968548.0,52,60,0,0,56492137.0,260732940.0,1,0,1042931760.0,0.0,0,1
565,0,0,8640.0,1620.0,3888.0,729.0,960.0,1,4920660.0,20,48,1,0,2214297.0,11809584.0,1,0,26243520.0,0.0,0,0
566,0,1,27090.0,8428.0,8820.0,2744.0,1935.0,0,113438472.0,43,45,0,5013,36933456.0,118714680.0,1,1,364623660.0,944629668.0,0,0
567,0,0,7200.0,720.0,640.0,64.0,1800.0,0,78059700.0,45,40,0,0,6938640.0,69386400.0,0,0,780597000.0,0.0,0,0
568,0,0,9135.0,2349.0,2835.0,729.0,1015.0,0,28883043.0,29,35,0,0,8963703.0,34858845.0,1,0,112322945.0,0.0,1,0
569,0,0,27636.0,9212.0,8232.0,2744.0,1974.0,0,57568420.0,47,42,0,0,17148040.0,51444120.0,1,1,172705260.0,0.0,0,0
570,0,0,8640.0,1944.0,3240.0,729.0,960.0,1,76539816.0,24,40,1,0,28702431.0,127566360.0,1,0,340176960.0,0.0,0,0
571,0,1,18360.0,4131.0,3240.0,729.0,2040.0,0,43820271.0,51,40,0,0,7732989.0,34368840.0,1,0,194756760.0,0.0,0,0
572,0,0,1428.0,833.0,588.0,343.0,204.0,1,28883442.0,17,12,1,0,11893182.0,20388312.0,1,0,49514472.0,0.0,0,0
573,1,1,16280.0,4477.0,4840.0,1331.0,1480.0,0,9142441.0,37,40,0,0,2718023.0,9883720.0,1,0,33245240.0,0.0,0,0
574,0,0,30240.0,6912.0,17920.0,4096.0,1890.0,1,68323392.0,27,70,0,0,40487936.0,177134720.0,0,0,298914840.0,0.0,1,0
575,1,1,15080.0,4901.0,6760.0,2197.0,1160.0,0,132011074.0,29,40,0,0,59177378.0,182084240.0,1,1,406187920.0,0.0,0,1
576,0,0,3600.0,1152.0,1600.0,512.0,450.0,1,23836608.0,18,25,1,0,10594048.0,33106400.0,1,0,74489400.0,0.0,0,0
577,0,0,15120.0,5184.0,5040.0,1728.0,1260.0,0,12414816.0,36,35,0,0,4138272.0,12069960.0,0,0,36209880.0,0.0,0,0
578,0,0,30160.0,9802.0,6760.0,2197.0,2320.0,1,213860790.0,58,40,0,0,47934315.0,147490200.0,0,0,658033200.0,0.0,1,1
579,0,1,11700.0,2600.0,4500.0,1000.0,1170.0,0,22527960.0,26,45,0,0,8664600.0,38990700.0,1,0,101375820.0,0.0,0,0
580,1,1,19500.0,6500.0,3000.0,1000.0,1950.0,0,127226450.0,65,30,0,0,19573300.0,58719900.0,1,0,381679350.0,0.0,0,0
581,1,1,20520.0,4617.0,3240.0,729.0,2280.0,0,35850492.0,57,40,0,0,5660604.0,25158240.0,1,0,159335520.0,0.0,0,0
582,0,1,21240.0,4779.0,3240.0,729.0,2360.0,0,106047603.0,59,40,0,0,16176753.0,71896680.0,1,0,471322680.0,0.0,0,0
583,0,1,9720.0,2187.0,3240.0,729.0,1080.0,0,44143137.0,27,40,0,0,14714379.0,65397240.0,1,0,196191720.0,0.0,0,0
584,0,0,16120.0,5239.0,6760.0,2197.0,1240.0,1,137398417.0,31,40,0,0,57618691.0,177288280.0,1,0,422764360.0,0.0,1,1
585,0,0,5040.0,2100.0,2400.0,1000.0,504.0,1,41526870.0,21,24,1,0,19774700.0,47459280.0,0,0,99664488.0,0.0,0,0
586,0,0,17400.0,2900.0,6000.0,1000.0,1740.0,1,9944680.0,29,60,0,0,3429200.0,20575200.0,1,0,59668080.0,0.0,1,0
587,0,0,5040.0,882.0,1960.0,343.0,720.0,1,19752264.0,18,40,1,0,7681436.0,43893920.0,1,0,112870080.0,0.0,0,0
588,1,1,14664.0,1872.0,1692.0,216.0,2444.0,0,8057712.0,52,47,0,0,929736.0,7282932.0,1,0,63118744.0,0.0,0,0
589,0,0,59280.0,9633.0,13520.0,2197.0,4560.0,0,77025468.0,57,80,0,0,17567212.0,108105920.0,1,0,474002880.0,0.0,1,1
590,0,1,15120.0,3402.0,3240.0,729.0,1680.0,0,51933420.0,42,40,0,0,11128590.0,49460400.0,1,0,230815200.0,0.0,0,0
591,0,1,19800.0,4455.0,3240.0,729.0,2200.0,0,52043310.0,55,40,0,0,8516178.0,37849680.0,0,0,231303600.0,0.0,0,0
592,1,0,11520.0,960.0,768.0,64.0,2880.0,1,9444480.0,60,48,0,0,629632.0,7555584.0,1,0,113333760.0,0.0,1,0
593,1,1,16120.0,5239.0,6760.0,2197.0,1240.0,0,67859961.0,31,40,0,7688,28457403.0,87561240.0,1,0,208799880.0,1294559256.0,0,1
594,0,0,11960.0,3887.0,6760.0,2197.0,920.0,1,35218911.0,23,40,1,0,19906341.0,61250280.0,0,0,108365880.0,0.0,0,1
595,0,0,9720.0,2187.0,3240.0,729.0,1080.0,1,64916721.0,27,40,1,0,21638907.0,96172920.0,1,0,288518760.0,0.0,0,0
596,0,0,5750.0,2300.0,2500.0,1000.0,575.0,1,22861770.0,23,25,0,0,9939900.0,24849750.0,0,0,57154425.0,0.0,0,0
597,1,1,31500.0,9450.0,11250.0,3375.0,2100.0,0,134972460.0,42,50,0,0,48204450.0,160681500.0,1,0,449908200.0,0.0,0,0
598,0,0,10000.0,2500.0,4000.0,1000.0,1000.0,1,50102000.0,25,40,0,2174,20040800.0,80163200.0,1,0,200408000.0,435686992.0,1,0
599,0,0,28665.0,8281.0,7605.0,2197.0,2205.0,1,86921835.0,49,45,0,0,23060895.0,79826175.0,0,0,300883275.0,0.0,1,1
600,0,0,16640.0,5408.0,6760.0,2197.0,1280.0,1,99766784.0,32,40,0,0,40530256.0,124708480.0,1,0,306974720.0,0.0,1,1
601,0,0,5320.0,1900.0,2800.0,1000.0,532.0,1,41237410.0,19,28,1,0,21703900.0,60770920.0,1,0,115464748.0,0.0,0,0
602,0,0,9600.0,960.0,640.0,64.0,2400.0,0,12309600.0,60,40,0,0,820640.0,8206400.0,0,0,123096000.0,0.0,1,0
603,0,1,8400.0,1050.0,1000.0,125.0,1680.0,0,36891540.0,42,40,0,0,4391850.0,35134800.0,1,0,295132320.0,0.0,0,0
604,0,0,16800.0,5040.0,5760.0,1728.0,1400.0,1,81649680.0,35,40,0,0,27994176.0,93313920.0,1,0,272165600.0,0.0,1,0
605,0,0,15984.0,3888.0,2997.0,729.0,1776.0,1,19704384.0,48,37,0,0,3694572.0,15188796.0,0,0,81006912.0,0.0,0,0
606,1,1,28560.0,9996.0,7840.0,2744.0,2040.0,0,292821396.0,51,40,0,0,80382344.0,229663840.0,1,0,836632560.0,0.0,0,0
607,0,0,10440.0,2349.0,3240.0,729.0,1160.0,1,47637981.0,29,40,0,0,14784201.0,65707560.0,1,0,211724360.0,0.0,1,0
608,0,0,12960.0,2916.0,3240.0,729.0,1440.0,0,110086128.0,36,40,0,0,27521532.0,122317920.0,1,1,489271680.0,0.0,1,0
609,0,0,2142.0,612.0,756.0,216.0,357.0,1,17305116.0,17,21,1,0,6107688.0,21376908.0,0,0,60567906.0,0.0,0,0
610,0,0,43680.0,10192.0,11760.0,2744.0,3120.0,0,146220984.0,52,60,0,6849,39367188.0,168716520.0,0,0,626661360.0,1375642197.0,1,0
611,0,0,8640.0,1944.0,3240.0,729.0,960.0,1,53473824.0,24,40,0,0,20052684.0,89123040.0,1,0,237661440.0,0.0,1,0
